NCT ID;Title;Status;Phase;Study Type;Enrollment;Conditions
NCT00314353;Study of Bevacizumab Combined With Capecitabine and Either Oxaliplatin or Irinotecan as First Course of Treatment for Patients With Colorectal Cancer That Has Spread Beyond the Colon;TERMINATED;['PHASE2'];INTERVENTIONAL;7.0;['Colorectal Neoplasms']
NCT05359861;Trial of Atezolizumab and Bevacizumab With SRF388 or Placebo in Patients With Hepatocellular Carcinoma;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;134.0;['Hepatocellular Carcinoma']
NCT05537402;LOcoregional vs Systemic Therapy in Patients With BCLC Stage B HCC;RECRUITING;['PHASE2'];INTERVENTIONAL;204.0;['Hepatocellular Carcinoma']
NCT01105702;Temodar (Temozolomide), Bevacizumab, Lithium and Radiation for High Grade Glioma;TERMINATED;['PHASE2'];INTERVENTIONAL;28.0;['Brain Cancer']
NCT03148418;A Study in Participants Previously Enrolled in a Genentech- and/or F. Hoffmann-La Roche Ltd-Sponsored Atezolizumab Study (IMbrella A);ACTIVE_NOT_RECRUITING;['PHASE3'];INTERVENTIONAL;382.0;['Cancer']
NCT00602602;Bevacizumab, Combination Chemotherapy, and Radiation Therapy in Treating Patients Undergoing Surgery For Locally Advanced Pancreatic Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;19.0;['Pancreatic Cancer']
NCT03020602;BPM31510 in Treating Patients With Recurrent High-Grade Glioma Previously Treated With Bevacizumab;COMPLETED;['PHASE1'];INTERVENTIONAL;12.0;['Gliosarcoma', 'Recurrent Glioblastoma', 'Astrocytoma of Brain', 'Glioblastoma']
NCT00112918;Combination Chemotherapy With or Without Bevacizumab in Treating Patients Who Have Undergone Surgery for High Risk Stage II or Stage III Colon Cancer;COMPLETED;['PHASE3'];INTERVENTIONAL;3451.0;['Colorectal Cancer']
NCT01266031;Phase I/II Adaptive Randomized Trial of Bevacizumab Versus Bevacizumab Plus Vorinostat in Adults With Recurrent Glioblastoma;COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;96.0;['Malignant Glioma', 'Recurrent Glioblastoma']
NCT00294931;Irinotecan, Carboplatin, Bevacizumab in the Treatment of Patients With Extensive Stage Small Cell Lung Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;50.0;['Carcinoma, Small Cell Lung']
NCT00083031;Metronomic Low-Dose Cyclophosphamide and Methotrexate With or Without Bevacizumab in Treating Women With Metastatic Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;57.0;['Breast Cancer']
NCT01057017;First-Line FOLFOX-Bevacizumab for Advanced Colorectal Cancer With Wild-Type Ras;TERMINATED;['PHASE2'];INTERVENTIONAL;5.0;['Colorectal Cancer']
NCT01251926;EZN-2208 (Pegylated SN-38) in Combination With Bevacizumab in Refractory Solid Tumors;COMPLETED;['PHASE1'];INTERVENTIONAL;12.0;['Neoplasms']
NCT03396926;Pembrolizumab, Capecitabine, and Bevacizumab in Treating Patients With Microsatellite Stable Colorectal Cancer That Is Locally Advanced, Metastatic, or Cannot Be Removed by Surgery;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;44.0;['Microsatellite Stable', 'Mismatch Repair Protein Proficient', 'Stage III Colorectal Cancer AJCC v7', 'Stage IIIB Colorectal Cancer AJCC v7', 'Stage IIIC Colorectal Cancer AJCC v7', 'Stage IV Colorectal Cancer AJCC v7', 'Stage IVA Colorectal Cancer AJCC v7', 'Stage IVB Colorectal Cancer AJCC v7']
NCT00137826;Bevacizumab (Avastin) and Erlotinib (Tarceva) in Previously Treated Mesothelioma;COMPLETED;['PHASE2'];INTERVENTIONAL;37.0;['Mesothelioma']
NCT01996826;A Multi-Center Study of the Safety and Efficacy of Bevacizumab in High-Risk Corneal Transplant Survival;COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;75.0;['Corneal Neovascularization', 'Corneal Graft Failure']
NCT00622726;Bevacizumab Eliminates the Angiogenic Threat for Retinopathy of Prematurity;UNKNOWN;['PHASE2'];INTERVENTIONAL;150.0;['Retinopathy of Prematurity']
NCT03175432;Bevacizumab and Atezolizumab With or Without Cobimetinib in Treating Patients With Untreated Melanoma Brain Metastases;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;29.0;['BRAF V600 Wild Type', 'Clinical Stage IV Cutaneous Melanoma AJCC v8', 'Intracranial Melanoma', 'Metastatic Malignant Neoplasm in the Brain', 'Metastatic Melanoma', 'Pathologic Stage IV Cutaneous Melanoma AJCC v8', 'Refractory Melanoma']
NCT00293332;Docetaxel, Carboplatin, and Bevacizumab in Treating Patients With Stage I, Stage II, or Stage III Non-Small Cell Lung Cancer That Can Be Removed By Surgery;TERMINATED;['PHASE2'];INTERVENTIONAL;1.0;['Lung Cancer']
NCT01399918;Everolimus and Bevacizumab in Advanced Non-Clear Cell Renal Cell Carcinoma (RCC);COMPLETED;['PHASE2'];INTERVENTIONAL;57.0;['Renal Cell Carcinoma']
NCT01571232;Ozurdex for Treatment of Recalcitrant Diabetic Macular Edema;COMPLETED;['PHASE2'];INTERVENTIONAL;20.0;['Diabetic Macular Edema', 'Non-proliferative Diabetic Retinopathy', 'Proliferative Diabetic Retinopathy']
NCT00054132;Erlotinib Hydrochloride and Bevacizumab in Treating Patients With Stage IV Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;38.0;['Recurrent Breast Carcinoma', 'Stage IV Breast Cancer']
NCT03526432;Phase II Study of Atezolizumab + Bevacizumab in Endometrial Cancer;RECRUITING;['PHASE2'];INTERVENTIONAL;110.0;['Endometrial Cancer']
NCT03642132;Avelumab and Talazoparib in Untreated Advanced Ovarian Cancer (JAVELIN OVARIAN PARP 100);TERMINATED;['PHASE3'];INTERVENTIONAL;79.0;['Ovarian Cancer']
NCT00159432;Study of Oxaliplatin, Capecitabine and Bevacizumab as First Line Treatment for Patients With Advanced Colorectal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;63.0;['Colorectal Cancer']
NCT00017394;Bevacizumab Plus Vinorelbine in Treating Patients With Stage IV Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;56.0;['Male Breast Cancer', 'Recurrent Breast Cancer', 'Stage IV Breast Cancer']
NCT00303628;Postoperative Chemotherapy With or Without Bevacizumab for Patients With Stage II or III Rectal Cancer;TERMINATED;['PHASE3'];INTERVENTIONAL;355.0;['Adenocarcinoma of the Rectum', 'Stage II Rectal Cancer', 'Stage III Rectal Cancer']
NCT04227028;Brigatinib and Bevacizumab for the Treatment of ALK-Rearranged Locally Advanced, Metastatic, or Recurrent NSCLC;RECRUITING;['PHASE1'];INTERVENTIONAL;31.0;['Locally Advanced Lung Non-Small Cell Carcinoma', 'Metastatic Lung Non-Small Cell Carcinoma', 'Recurrent Lung Non-Small Cell Carcinoma', 'Stage III Lung Cancer AJCC v8', 'Stage IIIA Lung Cancer AJCC v8', 'Stage IIIB Lung Cancer AJCC v8', 'Stage IIIC Lung Cancer AJCC v8', 'Stage IV Lung Cancer AJCC v8', 'Stage IVA Lung Cancer AJCC v8', 'Stage IVB Lung Cancer AJCC v8']
NCT01069328;Dose Escalating Study With BAY43-9006 With Carboplatin, Paclitaxel and Bevacizumab in Untreated Stage IIIb Non-small Cell Lung Cancer (NSCLC);COMPLETED;['PHASE1'];INTERVENTIONAL;33.0;['Carcinoma, Non-Small-Cell Lung', 'Lung Cancer']
NCT01632228;A Study of Onartuzumab (MetMAb) in Combination With Bevacizumab Compared to Bevacizumab Alone or Onartuzumab Monotherapy in Participants With Recurrent Glioblastoma;COMPLETED;['PHASE2'];INTERVENTIONAL;135.0;['Glioblastoma']
NCT05593328;Study of Onvansertib in Combination With FOLFIRI and Bevacizumab Versus FOLFIRI and Bevacizumab for Second Line Treatment of Metastatic Colorectal Cancer in Participants With a Kirsten Rat Sarcoma Virus Gene (KRAS) or Neuroblastoma-RAS (NRAS) Mutation;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;23.0;['Colorectal Cancer', 'Metastatic Colorectal Cancer']
NCT04634578;Bevacizumab Treatment For Type 1 ROP;RECRUITING;['PHASE2'];INTERVENTIONAL;80.0;['Retinopathy of Prematurity']
NCT02574078;A Study of Nivolumab in Advanced Non-Small Cell Lung Cancer (NSCLC);COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;341.0;['Non-Small Cell Lung Cancer']
NCT00112528;Bevacizumab, Gemcitabine, and Oxaliplatin in Treating Patients With Metastatic Pancreatic Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;53.0;['Pancreatic Cancer']
NCT03847428;Assess Efficacy and Safety of Durvalumab Alone or Combined With Bevacizumab in High Risk of Recurrence HCC Patients After Curative Treatment;ACTIVE_NOT_RECRUITING;['PHASE3'];INTERVENTIONAL;908.0;['Hepatocellular Carcinoma']
NCT04116658;First-in-Human, Phase 1b/2a Trial of a Multipeptide Therapeutic Vaccine in Patients With Progressive Glioblastoma;ACTIVE_NOT_RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;100.0;['Glioblastoma, Adult']
NCT00085358;Carboplatin and Paclitaxel With or Without Bevacizumab Compared to Docetaxel, Carboplatin, and Paclitaxel in Treating Patients With Stage II, Stage III, or Stage IV Ovarian Epithelial, Fallopian Tube, or Primary Peritoneal Cavity Carcinoma (Cancer);COMPLETED;['PHASE1'];INTERVENTIONAL;40.0;['Brenner Tumor', 'Fallopian Tube Cancer', 'Ovarian Carcinosarcoma', 'Ovarian Clear Cell Cystadenocarcinoma', 'Ovarian Endometrioid Adenocarcinoma', 'Ovarian Mixed Epithelial Carcinoma', 'Ovarian Mucinous Cystadenocarcinoma', 'Ovarian Serous Cystadenocarcinoma', 'Ovarian Undifferentiated Adenocarcinoma', 'Primary Peritoneal Cavity Cancer', 'Stage II Ovarian Epithelial Cancer', 'Stage III Ovarian Epithelial Cancer', 'Stage IV Ovarian Epithelial Cancer']
NCT03428958;A Safety, Pharmacokinetic and Efficacy Study of NUC-3373 in Combination With Standard Agents Used in Colorectal Cancer Treatment;RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;225.0;['Colorectal Cancer', 'Colorectal Neoplasms', 'Colorectal Carcinoma', 'Colorectal Tumors', 'Neoplasms, Colorectal']
NCT05251727;Assess Safety and Tolerability of ART-123 + FOLFOX + Bevacizumab in Metastatic Colorectal Cancer Patients;RECRUITING;['PHASE1'];INTERVENTIONAL;80.0;['Chemotherapy-induced Peripheral Neuropathy']
NCT00476827;A Phase II Safety and Tolerability Study of Bevacizumab When Added to Single-agent Chemotherapy to Treat Patient With Breast Cancer Metastatic to Brain;TERMINATED;['PHASE2'];INTERVENTIONAL;16.0;['Breast Cancer']
NCT00503906;Abraxane, Avastin, and Gemcitabine as First-Line Therapy for Patients With Metastatic Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;30.0;['Breast Cancer']
NCT00550927;Enzastaurin and Bevacizumab in Treating Patients With Locally Advanced or Metastatic Cancer;COMPLETED;['PHASE1'];INTERVENTIONAL;42.0;['Unspecified Adult Solid Tumor, Protocol Specific']
NCT04051606;Regorafenib in Bevacizumab Refractory Recurrent Glioblastoma;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;14.0;['Recurrent Glioblastoma']
NCT00543504;Bevacizumab in Multiple Phase I Combinations;COMPLETED;['PHASE1'];INTERVENTIONAL;343.0;['Advanced Cancer']
NCT05062317;ctDNA-Directed Post-Hepatectomy Chemotherapy for Patients With Resectable Colorectal Liver Metastases;RECRUITING;['PHASE2'];INTERVENTIONAL;120.0;['Liver Metastases']
NCT01656304;Bevacizumab in Treating Patients With Relapsed Prostate Cancer That Did Not Respond to Hormone Therapy;COMPLETED;['PHASE2'];INTERVENTIONAL;16.0;['Adenocarcinoma of the Prostate', 'Recurrent Prostate Cancer', 'Stage I Prostate Cancer', 'Stage IIA Prostate Cancer', 'Stage IIB Prostate Cancer', 'Stage III Prostate Cancer']
NCT03475004;Study of Pembrolizumab, Binimetinib, and Bevacizumab in Patients With Refractory Colorectal Cancer;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;53.0;['Colorectal Cancer', 'Metastatic Cancer']
NCT01260506;Single-Arm Open-Label Multicenter Study of VB-111 in Patients With Recurrent Glioblastoma Multiforme;COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;75.0;['Glioblastoma Multiforme']
NCT02734004;A Phase I/II Study of MEDI4736 in Combination With Olaparib in Patients With Advanced Solid Tumors.;ACTIVE_NOT_RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;264.0;['Ovarian', 'Breast', 'SCLC', 'Gastric Cancers']
NCT00735306;Phase I/II Trial of Radiation, Avastin and Tarceva for Pancreatic Adenocarcinoma;COMPLETED;['PHASE1'];INTERVENTIONAL;12.0;['Pancreatic Cancer']
NCT00392704;Treatment of Head & Neck Cancer With Chemotherapy and Radiation;COMPLETED;['PHASE2'];INTERVENTIONAL;60.0;['Head and Neck Cancer']
NCT05189171;MicroOrganoSphere (MOS) Drug Screen Pilot Trial in Colorectal Cancer;ACTIVE_NOT_RECRUITING;;OBSERVATIONAL;46.0;['Colorectal Neoplasms']
NCT00631371;Study Comparing Bevacizumab + Temsirolimus vs. Bevacizumab + Interferon-Alfa In Advanced Renal Cell Carcinoma Subjects;COMPLETED;['PHASE3'];INTERVENTIONAL;791.0;['Renal Cell Carcinoma']
NCT03556839;Platinum Chemotherapy Plus Paclitaxel With Bevacizumab and Atezolizumab in Metastatic Carcinoma of the Cervix;ACTIVE_NOT_RECRUITING;['PHASE3'];INTERVENTIONAL;404.0;['Carcinoma of the Cervix, Stage IVB']
NCT02654639;Ph 2 Study of TAS-102 / Bevacizumab Maintenance Therapy Post Induction Chemotherapy in Metastatic Colorectal Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;4.0;['Metastatic Colorectal Cancer']
NCT00240071;Study of Avastin (Bevacizumab) to Reverse Acquired Estrogen Independence in Previously Hormone Responsive Metastatic Breast Ca.;COMPLETED;['PHASE2'];INTERVENTIONAL;30.0;['Metastatic Breast Cancer']
NCT03832179;Steroid vs. Anti-vascular Endothelial Growth Factor for Diabetic Macular Edema Prior to Phacoemulsification;RECRUITING;['PHASE4'];INTERVENTIONAL;32.0;['Diabetic Macular Edema', 'Cataract']
NCT06047379;Safety and Efficacy of NEO212 in Patients With Astrocytoma IDH-mutant, Glioblastoma IDH-wildtype or Brain Metastasis;RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;134.0;['Diffuse Astrocytoma, IDH-Mutant', 'Glioblastoma, IDH-wildtype', 'Brain Metastases, Adult', 'Cervical Cancer', 'Colorectal Cancer', 'Esophageal Cancer', 'Esophageal Squamous Cell Carcinoma', 'Gastric Cancer', 'Gastroesophageal Junction Adenocarcinoma', 'Head and Neck Squamous Cell Carcinoma', 'Melanoma', 'Merkel Cell Carcinoma', 'Microsatellite Instability-High Solid Malignant Tumor', 'Mismatch Repair Deficient Solid Malignant Tumor', 'Microsatellite Instability-High Colorectal Cancer', 'Mismatch Repair Deficient Colorectal Cancer', 'Non-small Cell Lung Cancer', 'Renal Cell Carcinoma', 'Small Cell Lung Cancer', 'Squamous Cell Carcinoma', 'Urothelial Carcinoma']
NCT01471691;Intravitreal Ranibizumab 0.5MG, or 1.0mg for RVO With Macular Edema Previously Receiving Bevacizumab;COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;14.0;['Branch Retinal Vein Occlusion', 'Central Retinal Vein Occlusion', 'Macular Edema']
NCT00351039;Phase I/II Trial of Bevacizumab, Pemetrexed and Erlotinib in Elderly Patients With Non-Small Cell Lung Cancer;TERMINATED;['PHASE1', 'PHASE2'];INTERVENTIONAL;8.0;['Non-Small Cell Lung Cancer']
NCT00343291;A Study of Cetuximab and Bevacizumab in Combination With Paclitaxel and Carboplatin in Stage IIIb/IV NSCLC;COMPLETED;['PHASE2'];INTERVENTIONAL;121.0;['Non-Small Cell Lung Cancer']
NCT02031991;A Pharmacokinetic Study Comparing PF-06439535 And Bevacizumab In Healthy Male Volunteers (REFLECTIONS B739-01);COMPLETED;['PHASE1'];INTERVENTIONAL;102.0;['Healthy']
NCT00089609;Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;73.0;['Prostatic Neoplasms']
NCT01186991;Study Evaluating the Safety and Efficacy of Onartuzumab And/or Bevacizumab in Combination With Paclitaxel in Participants With Metastatic, Triple Negative Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;185.0;['Breast Cancer']
NCT00886691;Bevacizumab With or Without Everolimus in Treating Patients With Recurrent or Persistent Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;150.0;['Recurrent Fallopian Tube Carcinoma', 'Recurrent Ovarian Carcinoma', 'Recurrent Primary Peritoneal Carcinoma']
NCT02337491;Pembrolizumab +/- Bevacizumab for Recurrent GBM;COMPLETED;['PHASE2'];INTERVENTIONAL;80.0;['Glioblastoma']
NCT02840409;Vinblastine +/- Bevacizumab in Children With Unresectable or Progressive Low Grade Glioma (LGG);ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;109.0;['Low Grade Glioma']
NCT02420509;Postoperative Chemotherapy in High-Grade Appendiceal Adenocarcinoma With Peritoneal Carcinomatosis;TERMINATED;;OBSERVATIONAL;2.0;['Cancer']
NCT00924209;A Phase II Study of Neo-Adjuvant Gemcitabine, Cisplatin and Bevacizumab in Stage IIIA (N2) Non-Squamous Cell Non-Small Cell Lung Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;7.0;['NSCLC', 'Stage IIIA (N2)']
NCT02819479;Low-dose Intra-arterial Bevacizumab for Edema and Radiation Necrosis Therapeutic Intervention (LIBERTI);COMPLETED;['PHASE2'];INTERVENTIONAL;10.0;['Radiation Necrosis']
NCT01652079;CRLX101 in Combination With Bevacizumab for Recurrent Ovarian/Tubal/Peritoneal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;63.0;['Ovarian Cancer', 'Fallopian Tube Cancer', 'Primary Peritoneal Cancer']
NCT02342379;TH-302 in Combination With Bevacizumab for Glioblastoma;COMPLETED;['PHASE2'];INTERVENTIONAL;35.0;['Glioblastoma']
NCT03452579;Nivolumab Plus Standard Dose Bevacizumab Versus Nivolumab Plus Low Dose Bevacizumab in GBM;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;90.0;['Glioblastoma']
NCT06117891;An Observational Study to Learn More About How Well a Treatment Works When Given After Treatment With Atezolizumab and Bevacizumab or Another Similar Combination of Drugs in Adults With Liver Cancer That Cannot be Treated With Surgery;RECRUITING;;OBSERVATIONAL;300.0;['Unresectable Hepatocellular Carcinoma']
NCT00939991;Suberoylanilide Hydroxamic Acid (SAHA), Bevacizumab, Daily Temozolomide for Recurrent Malignant Gliomas;COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;48.0;['Brain Tumor', 'Glioblastoma']
NCT06096779;A Study Evaluating Atezolizumab, With or Without Bevacizumab, in Patients With Unresectable Hepatocellular Carcinoma and Child-Pugh B7 and B8 Cirrhosis;RECRUITING;['PHASE2'];INTERVENTIONAL;120.0;['Hepatocellular Carcinoma']
NCT00074308;Imatinib Mesylate and Bevacizumab in Treating Patients With Advanced Melanoma or Other Advanced Cancers;COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;40.0;['Recurrent Melanoma', 'Stage III Melanoma', 'Stage IV Melanoma', 'Unspecified Adult Solid Tumor, Protocol Specific']
NCT01969708;Study of Comparative Treatments for Retinal Vein Occlusion 2 (SCORE2);COMPLETED;['PHASE3'];INTERVENTIONAL;362.0;['Central Retinal Vein Occlusion']
NCT04054908;Gut Microbiome in Colorectal Cancer;COMPLETED;;OBSERVATIONAL;50.0;['Gastrointestinal Microbiome', 'Neoplasm, Colorectal']
NCT00323739;Bevacizumab (Avastin) and RAD001(Everolimus)in the Treatment of Advanced Clear Cell Renal Carcinoma;COMPLETED;['PHASE2'];INTERVENTIONAL;80.0;['Kidney Cancer']
NCT00365391;Bevacizumab and Erlotinib in Treating Patients With Advanced Liver Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;27.0;['Adult Primary Hepatocellular Carcinoma', 'Advanced Adult Primary Liver Cancer', 'Localized Unresectable Adult Primary Liver Cancer', 'Recurrent Adult Primary Liver Cancer']
NCT05440708;A Study of TTI-101 as Monotherapy and in Combination in Participants With Locally Advanced or Metastatic, and Unresectable Hepatocellular Carcinoma;RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;154.0;['Hepatocellular Carcinoma']
NCT00408408;Chemotherapy With or Without Bevacizumab in Treating Women With Stage I, Stage II, or Stage IIIA Breast Cancer That Can Be Removed By Surgery;UNKNOWN;['PHASE3'];INTERVENTIONAL;1206.0;['Breast Cancer']
NCT00114179;Capecitabine, Bevacizumab, and Radiation Therapy Followed By Gemcitabine and Bevacizumab in Treating Patients With Locally Advanced Pancreatic Cancer That Cannot Be Removed By Surgery;COMPLETED;['PHASE2'];INTERVENTIONAL;82.0;['Adenocarcinoma of the Pancreas', 'Stage II Pancreatic Cancer', 'Stage III Pancreatic Cancer']
NCT00161291;Open Label Trial for Post-Menopausal Women With Newly Diagnosed Operable Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;28.0;['Breast Cancer']
NCT01918371;A Retrospective Study of Anti-Vascular Endothelial Growth Factor (VEGF) Injections for Retinal Vein Occlusion or Diabetic Macular Edema;COMPLETED;;OBSERVATIONAL;323.0;['Retinal Vein Occlusion', 'Macular Edema']
NCT06011109;Treatment of Patients With Recurrent High-Grade Glioma With APG-157 and Bevacizumab;RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;30.0;['Glioma', 'Glioblastoma Multiforme']
NCT03434379;A Study of Atezolizumab in Combination With Bevacizumab Compared With Sorafenib in Patients With Untreated Locally Advanced or Metastatic Hepatocellular Carcinoma;COMPLETED;['PHASE3'];INTERVENTIONAL;558.0;['Carcinoma, Hepatocellular']
NCT00523809;Allogeneic Hematopoietic Stem Cell Transplantation With Bevacizumab for Advanced Solid Tumor;TERMINATED;['PHASE2'];INTERVENTIONAL;5.0;['Breast Cancer', 'Ovarian Cancer']
NCT00271609;Bevacizumab for Recurrent Malignant Glioma;COMPLETED;['PHASE2'];INTERVENTIONAL;88.0;['Recurrent High-Grade Gliomas', 'Malignant Gliomas']
NCT05093608;SELINEXOR in Combination w/Bevacizumab and Atezolizumab in Newly Diagnosed Advanced Hepatocellular Carcinoma;TERMINATED;['PHASE1'];INTERVENTIONAL;2.0;['Hepatocellular Carcinoma']
NCT00887809;Gemcitabine and Docetaxel With Bevacizumab in Selected Sarcoma Subtypes;COMPLETED;['PHASE2'];INTERVENTIONAL;47.0;['Sarcoma', 'Leiomyosarcoma', 'Malignant Fibrous', 'Histiocytoma', 'Angiosarcoma']
NCT00501891;Bevacizumab in Combination With Metronomic Temozolomide for Recurrent Malignant Glioma;COMPLETED;['PHASE2'];INTERVENTIONAL;32.0;['Glioblastoma Multiforme']
NCT00785291;Paclitaxel, Nab-paclitaxel, or Ixabepilone With or Without Bevacizumab in Treating Patients With Stage IIIC or Stage IV Breast Cancer;COMPLETED;['PHASE3'];INTERVENTIONAL;799.0;['Estrogen Receptor Negative', 'Estrogen Receptor Positive', 'HER2/Neu Negative', 'HER2/Neu Positive', 'Progesterone Receptor Negative', 'Progesterone Receptor Positive', 'Recurrent Breast Carcinoma', 'Stage IIIC Breast Cancer AJCC v6', 'Stage IV Breast Cancer AJCC v6 and v7']
NCT00436709;Bevacizumab, Doxorubicin, and Cyclophosphamide Followed By Paclitaxel Albumin-Stabilized Nanoparticle Formulation and Bevacizumab in Treating Patients Who Have Undergone Surgery for Early-Stage Breast Cancer;UNKNOWN;['NA'];INTERVENTIONAL;75.0;['Breast Cancer']
NCT01445509;Dasatinib in Combination With Bevacizumab to Treat Advanced Solid Tumors;COMPLETED;['PHASE1'];INTERVENTIONAL;50.0;['Solid Tumors']
NCT01870427;NEWTON: Aflibercept Injection for Previously Treated Macular Edema Associated With Central Retinal Vein Occlusions;COMPLETED;['PHASE4'];INTERVENTIONAL;20.0;['Macular Edema With Central Retinal Vein Occlusions']
NCT00881504;A Study of FOLFOX6 With Bevacizumab for Biliary System Carcinoma;TERMINATED;['PHASE2'];INTERVENTIONAL;9.0;['Biliary Tract Cancer']
NCT01663727;Study To Evaluate the Efficacy and Safety Of Bevacizumab, and Associated Biomarkers, In Combination With Paclitaxel Compared With Paclitaxel Plus Placebo as First-line Treatment Of Patients With Her2-Negative Metastatic Breast Cancer;COMPLETED;['PHASE3'];INTERVENTIONAL;481.0;['Metastatic Breast Cancer']
NCT01332604;GDC-0980 in Combination With a Fluoropyrimidine, Oxaliplatin, and Bevacizumab in Patients With Advanced Solid Tumors;COMPLETED;['PHASE1'];INTERVENTIONAL;41.0;['Solid Cancers']
NCT04677504;A Study of Atezolizumab With or Without Bevacizumab in Combination With Cisplatin Plus Gemcitabine in Patients With Untreated, Advanced Biliary Tract Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;162.0;['Biliary Tract Cancer']
NCT04634604;A Randomized Trial of Low-Dose Bevacizumab vs Laser for Type 1 ROP;TERMINATED;['PHASE3'];INTERVENTIONAL;16.0;['Retinopathy of Prematurity']
NCT00438204;Pemetrexed Disodium, Gemcitabine, and Bevacizumab in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;39.0;['Lung Cancer']
NCT02923739;Paclitaxel and Bevacizumab With or Without Emactuzumab in Treating Patients With Platinum-Resistant Ovarian, Fallopian Tube, or Primary Peritoneal Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;9.0;['Fallopian Tube Adenocarcinoma', 'Fallopian Tube Clear Cell Adenocarcinoma', 'Fallopian Tube Endometrioid Adenocarcinoma', 'Fallopian Tube Mucinous Adenocarcinoma', 'Fallopian Tube Serous Adenocarcinoma', 'Fallopian Tube Transitional Cell Carcinoma', 'Fallopian Tube Undifferentiated Carcinoma', 'Malignant Ovarian Brenner Tumor', 'Ovarian Adenocarcinoma', 'Ovarian Clear Cell Adenocarcinoma', 'Ovarian Endometrioid Adenocarcinoma', 'Ovarian Mucinous Adenocarcinoma', 'Ovarian Seromucinous Carcinoma', 'Ovarian Serous Adenocarcinoma', 'Ovarian Transitional Cell Carcinoma', 'Ovarian Undifferentiated Carcinoma', 'Primary Peritoneal Serous Adenocarcinoma', 'Recurrent Fallopian Tube Carcinoma', 'Recurrent Ovarian Carcinoma', 'Recurrent Primary Peritoneal Carcinoma']
NCT00612339;Avastin in Combination With Temozolomide for Unresectable or Multifocal GBMs and Gliosarcomas;COMPLETED;['PHASE2'];INTERVENTIONAL;41.0;['Glioblastoma', 'Gliosarcoma']
NCT00354679;Irinotecan, Cisplatin, Bevacizumab, Radiation Therapy, and Surgery in Treating Patients With Locally Advanced Esophageal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;34.0;['Esophageal Cancer']
NCT00536939;Trial of Paclitaxel, Bevacizumab, and Enzastaurin Versus Paclitaxel, Bevacizumab and Placebo for Breast Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;2.0;['Breast Cancer']
NCT03367871;Combination Pembrolizumab, Chemotherapy and Bevacizumab in Patients With Cervical Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;17.0;['Cervical Cancer']
